,speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female,ratio_male,ratio_female
2172,Pratik A. Shah,2012,0,0,0,0,0,0,0,0.0,0.0
2173,Aaron Colangelo,2012,0,0,0,0,0,0,0,0.0,0.0
2174,Deepak Gupta,2012,0,0,0,0,0,0,0,0.0,0.0
2175,"E. Duncan Getchell, Jr.",2012,0,0,0,0,0,0,0,0.0,0.0
2176,Daniel R. Ortiz,2012,0,0,0,0,0,0,0,0.0,0.0
2177,Sri Srinivasan,2012,0,0,0,0,0,0,0,0.0,0.0
2178,Gregory G. Garre,2012,0,0,0,0,0,0,0,0.0,0.0
2179,James F. Goodhart,2012,0,0,0,0,0,0,0,0.0,0.0
2180,Edwin S. Kneedler,2012,0,0,0,0,0,0,0,0.0,0.0
2181,Jeffrey L. Fisher,2012,0,0,0,0,0,0,0,0.0,0.0
2182,Curtis E. Gannon,2012,0,0,0,0,0,0,0,0.0,0.0
2183,David C. Frederick,2012,0,0,0,0,0,0,0,0.0,0.0
2184,E. Joshua Rosenkranz,2012,0,0,0,0,0,0,0,0.0,0.0
2185,Theodore B. Olson,2012,0,0,0,0,0,0,0,0.0,0.0
2186,Malcolm L. Stewart,2012,0,0,0,0,0,0,0,0.0,0.0
2187,Thomas C. Goldstein,2012,0,0,0,0,0,0,0,0.0,0.0
2188,Pratik A. Shah,2012,0,0,0,0,0,0,0,0.0,0.0
2189,Kannon K. Shanmugam,2012,0,0,0,0,0,0,0,0.0,0.0
2190,Jeffrey B. Wall,2012,0,0,0,0,0,0,0,0.0,0.0
2191,Mark P. Walters,2012,0,0,0,0,0,0,0,0.0,0.0
2192,Melissa Arbus Sherry,2012,0,0,0,0,0,0,0,0.0,0.0
2193,Seth P. Waxman,2012,0,0,0,0,0,0,0,0.0,0.0
2194,Daniel N. Lerman,2012,0,0,0,0,0,0,0,0.0,0.0
2195,John F. Bash,2012,0,0,0,0,0,0,0,0.0,0.0
2196,Steven S. Rosenthal,2012,0,0,0,0,0,0,0,0.0,0.0
2197,Gregory G. Garre,2012,0,0,0,0,0,0,0,0.0,0.0
2198,Joseph R. Palmore,2012,0,0,0,0,0,0,0,0.0,0.0
2199,Glen P. Gifford,2012,0,0,0,0,0,0,0,0.0,0.0
2200,Jeffrey L. Fisher,2012,0,0,0,0,0,0,0,0.0,0.0
2201,Michael R. Dreeben,2012,0,0,0,0,0,0,0,0.0,0.0
2202,Miguel A. Estrada,2012,0,0,0,0,0,0,0,0.0,0.0
2203,Barry Barnett,2012,0,0,0,0,0,0,0,0.0,0.0
2204,Charles A. Rothfeld,2012,0,0,0,0,0,0,0,0.0,0.0
2205,Ann O'Connell,2012,0,0,0,0,0,0,0,0.0,0.0
2206,Lisa S. Blatt,2012,0,0,0,0,0,0,0,0.0,0.0
2207,Sarah E. Harrington,2012,0,0,0,0,0,0,0,0.0,0.0
2208,Patricia A. Gilley,2012,0,0,0,0,0,0,0,0.0,0.0
2209,Jeffrey B. Wall,2012,0,0,0,0,0,0,0,0.0,0.0
2210,Dan B. Johnson,2012,0,0,0,0,0,0,0,0.0,0.0
2211,Benjamin J. Horwich,2012,0,0,0,0,0,0,0,0.0,0.0
2212,James W. Dabney,2012,0,0,0,0,0,0,0,0.0,0.0
2213,Ginger D. Anders,2012,0,0,0,0,0,0,0,0.0,0.0
2214,Thomas C. Goldstein,2012,0,0,0,0,0,0,0,0.0,0.0
2215,Richard Bourke,2012,0,0,0,0,0,0,0,0.0,0.0
2216,Carla S. Sigler,2012,0,0,0,0,0,0,0,0.0,0.0
2217,Sri Srinivasan,2012,0,0,0,0,0,0,0,0.0,0.0
2218,David W. Bowker,2012,0,0,0,0,0,0,0,0.0,0.0
2219,Michael W. McConnell,2012,0,0,0,0,0,0,0,0.0,0.0
2220,Joseph R. Palmore,2012,0,0,0,0,0,0,0,0.0,0.0
2221,John J. Bursch,2012,0,0,0,0,0,0,0,0.0,0.0
2222,Chad A. Readler,2012,0,0,0,0,0,0,0,0.0,0.0
2223,Michael K. Kellogg,2012,0,0,0,0,0,0,0,0.0,0.0
2224,Paul D. Clement,2012,0,0,0,0,0,0,0,0.0,0.0
2225,Malcolm L. Stewart,2012,0,0,0,0,0,0,0,0.0,0.0
2226,Seth P. Waxman,2012,0,0,0,0,0,0,0,0.0,0.0
2227,Eric D. Katz,2012,0,0,0,0,0,0,0,0.0,0.0
2228,Jay P. Lefkowitz,2012,0,0,0,0,0,0,0,0.0,0.0
2229,Anthony A. Yang,2012,0,0,0,0,0,0,0,0.0,0.0
2230,David C. Frederick,2012,0,0,0,0,0,0,0,0.0,0.0
2231,Charles J. Cooper,2012,0,0,0,0,0,0,0,0.0,0.0
2232,Theodore B. Olson,2012,0,0,0,0,0,0,0,0.0,0.0
2233,"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0,0.0,0.0
2234,Eric J. Feigin,2012,0,0,0,0,0,0,0,0.0,0.0
2235,Robert M. Yablon,2012,0,0,0,0,0,0,0,0.0,0.0
2236,Benjamin J. Horwich,2012,0,0,0,0,0,0,0,0.0,0.0
2237,Robert T. Fishman,2012,0,0,0,0,0,0,0,0.0,0.0
2238,Jeffrey L. Fisher,2012,0,0,0,0,0,0,0,0.0,0.0
2239,Alan K. Curry,2012,0,0,0,0,0,0,0,0.0,0.0
2240,Ginger D. Anders,2012,0,0,0,0,0,0,0,0.0,0.0
2241,Joseph R. Guerra,2012,0,0,0,0,0,0,0,0.0,0.0
2242,Paul D. Clement,2012,0,0,0,0,0,0,0,0.0,0.0
2243,Vicki C. Jackson,2012,0,0,0,0,0,0,0,0.0,0.0
2244,Sri Srinivasan,2012,0,0,0,0,0,0,0,0.0,0.0
2245,Paul D. Clement,2012,0,0,0,0,0,0,0,0.0,0.0
2246,"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0,0.0,0.0
2247,Roberta A. Kaplan,2012,0,0,0,0,0,0,0,0.0,0.0
2248,Paul D. Clement,2012,0,0,0,0,0,0,0,0.0,0.0
2249,Sarah E. Harrington,2012,0,0,0,0,0,0,0,0.0,0.0
2250,Christopher A. Hansen,2012,0,0,0,0,0,0,0,0.0,0.0
2251,"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0,0.0,0.0
2252,Gregory A. Castanias,2012,0,0,0,0,0,0,0,0.0,0.0
2253,Lisa S. Blatt,2012,0,0,0,0,0,0,0,0.0,0.0
2254,Paul D. Clement,2012,0,0,0,0,0,0,0,0.0,0.0
2255,Charles A. Rothfeld,2012,0,0,0,0,0,0,0,0.0,0.0
2256,Edwin S. Kneedler,2012,0,0,0,0,0,0,0,0.0,0.0
2257,Malcolm L. Stewart,2012,0,0,0,0,0,0,0,0.0,0.0
2258,Jeffrey I. Weinberger,2012,0,0,0,0,0,0,0,0.0,0.0
2259,Michael R. Dreeben,2012,0,0,0,0,0,0,0,0.0,0.0
2260,M. Carolyn Fuentes,2012,0,0,0,0,0,0,0,0.0,0.0
2261,Paul D. Clement,2012,0,0,0,0,0,0,0,0.0,0.0
2262,Ann O'Connell,2012,0,0,0,0,0,0,0,0.0,0.0
2263,Daryl Joseffer,2012,0,0,0,0,0,0,0,0.0,0.0
2264,Brian P. Lauten,2012,0,0,0,0,0,0,0,0.0,0.0
2265,Melissa Arbus Sherry,2012,0,0,0,0,0,0,0,0.0,0.0
2266,Andre D. Bouffard,2012,0,0,0,0,0,0,0,0.0,0.0
2267,Brian C. Shaughnessy,2012,0,0,0,0,0,0,0,0.0,0.0
2268,Lewis S. Yelin,2012,0,0,0,0,0,0,0,0.0,0.0
2269,John J. Bursch,2012,0,0,0,0,0,0,0,0.0,0.0
2270,Kenneth M. Mogill,2012,0,0,0,0,0,0,0,0.0,0.0
2271,Stephen B. Kinnaird,2012,0,0,0,0,0,0,0,0.0,0.0
2272,Eric J. Feigin,2012,0,0,0,0,0,0,0,0.0,0.0
2273,Thomas C. Horne,2012,0,0,0,0,0,0,0,0.0,0.0
2274,Patricia A. Millett,2012,0,0,0,0,0,0,0,0.0,0.0
2275,Sri Srinivasan,2012,0,0,0,0,0,0,0,0.0,0.0
2276,Bert W. Rein,2012,0,0,0,0,0,0,0,0.0,0.0
2277,"Donald B. Verrilli, Jr.",2012,0,0,0,0,0,0,0,0.0,0.0
2278,Debo P. Adegbile,2012,0,0,0,0,0,0,0,0.0,0.0
2279,John F. Maddrey,2012,0,0,0,0,0,0,0,0.0,0.0
2280,"Christopher G. Browning, Jr.",2012,0,0,0,0,0,0,0,0.0,0.0
2281,Ginger D. Anders,2012,0,0,0,0,0,0,0,0.0,0.0
